name,internal_var,namelist,group,dtype,default,source_use_count,source_use_files,source_usage_summary,source_use_examples
iread_omega,iread_omega,&inputnl,Input,integer,0,10,unstructured/input.f90(6); unstructured/gradshafranov.f90(2); unstructured/init_cyl.f90(2),"源码引用 10 处；主要在 `input.f90` 6处, `gradshafranov.f90` 2处, `init_cyl.f90` 2处。","unstructured/gradshafranov.f90:472: if(iread_te.eq.20 .or. iread_ne.eq.20 .or. iread_omega.eq.20) then
unstructured/gradshafranov.f90:857: select case(iread_omega)
unstructured/init_cyl.f90:110: if(iread_omega.eq.1) then
unstructured/init_cyl.f90:229: if(iread_omega.eq.0) then
unstructured/input.f90:230: ""Read electron rotation (same options as iread_omega)"", input_grp)
unstructured/input.f90:232: ""Read ExB rotation (same options as iread_omega)"", input_grp)
unstructured/input.f90:1615: if(iread_omega .ne. 0) then
unstructured/input.f90:1619: iread_omega = iread_omega_e
unstructured/input.f90:1622: if(iread_omega .ne. 0) then
unstructured/input.f90:1626: iread_omega = iread_omega_ExB"
iread_omega_e,iread_omega_e,&inputnl,Input,integer,0,4,unstructured/gradshafranov.f90(2); unstructured/input.f90(2),"源码引用 4 处；主要在 `gradshafranov.f90` 2处, `input.f90` 2处。","unstructured/gradshafranov.f90:962: if((iread_omega_e.ne.0 .or. iread_omega_ExB.ne.0) .and. db.ne.0.) then
unstructured/gradshafranov.f90:980: if(iread_omega_e.ne.0) then
unstructured/input.f90:1614: if(iread_omega_e .ne. 0) then
unstructured/input.f90:1619: iread_omega = iread_omega_e"
iread_omega_ExB,iread_omega_ExB,&inputnl,Input,integer,0,4,unstructured/gradshafranov.f90(2); unstructured/input.f90(2),"源码引用 4 处；主要在 `gradshafranov.f90` 2处, `input.f90` 2处。","unstructured/gradshafranov.f90:962: if((iread_omega_e.ne.0 .or. iread_omega_ExB.ne.0) .and. db.ne.0.) then
unstructured/gradshafranov.f90:985: else if(iread_omega_ExB.ne.0) then
unstructured/input.f90:1621: if(iread_omega_ExB .ne. 0) then
unstructured/input.f90:1626: iread_omega = iread_omega_ExB"
iread_ne,iread_ne,&inputnl,Input,integer,0,18,unstructured/init_common.f90(6); unstructured/init_vmec.f90(5); unstructured/gradshafranov.f90(3); unstructured/init_cyl.f90(2); unstructured/input.f90(2),"源码引用 18 处；主要在 `init_common.f90` 6处, `init_vmec.f90` 5处, `gradshafranov.f90` 3处, `init_cyl.f90` 2处。","unstructured/gradshafranov.f90:472: if(iread_te.eq.20 .or. iread_ne.eq.20 .or. iread_omega.eq.20) then
unstructured/gradshafranov.f90:713: if(iread_ne.ne.0) then
unstructured/gradshafranov.f90:732: select case(iread_ne)
unstructured/init_common.f90:260: .and. .not.(iread_ne.eq.22).and. .not.(iread_ne.eq.23)) return
unstructured/init_common.f90:271: if (iread_ne .eq. 22) then
unstructured/init_common.f90:283: if (iread_ne .eq. 23) then
unstructured/init_common.f90:304: if(iread_ne.eq.0) then
unstructured/init_common.f90:344: elseif(iread_ne .eq. 22) then
unstructured/init_common.f90:353: elseif(iread_ne .eq. 23) then
unstructured/init_cyl.f90:130: if(iread_ne.eq.1) then"
iread_te,iread_te,&inputnl,Input,integer,0,11,unstructured/init_vmec.f90(5); unstructured/gradshafranov.f90(2); unstructured/init_cyl.f90(2); unstructured/input.f90(2),"源码引用 11 处；主要在 `init_vmec.f90` 5处, `gradshafranov.f90` 2处, `init_cyl.f90` 2处, `input.f90` 2处。","unstructured/gradshafranov.f90:472: if(iread_te.eq.20 .or. iread_ne.eq.20 .or. iread_omega.eq.20) then
unstructured/gradshafranov.f90:561: select case(iread_te)
unstructured/init_cyl.f90:148: if(iread_te.eq.1) then
unstructured/init_cyl.f90:244: else if(iread_te.eq.1) then
unstructured/init_vmec.f90:75: if(iread_te.eq.21) then
unstructured/init_vmec.f90:177: if(iread_te.eq.21) then
unstructured/init_vmec.f90:208: if(iread_te.eq.21) then
unstructured/init_vmec.f90:246: if(iread_te.eq.21) then
unstructured/init_vmec.f90:330: else if(iread_te.eq.21) then
unstructured/input.f90:1701: if(iread_te.ne.0) then"
iread_p,iread_p,&inputnl,Input,integer,0,11,unstructured/init_vmec.f90(7); unstructured/init_cyl.f90(3); unstructured/gradshafranov.f90(1),"源码引用 11 处；主要在 `init_vmec.f90` 7处, `init_cyl.f90` 3处, `gradshafranov.f90` 1处。","unstructured/gradshafranov.f90:397: select case(iread_p)
unstructured/init_cyl.f90:72: if(iread_p.eq.1) then
unstructured/init_cyl.f90:209: if(iread_p.eq.0) then
unstructured/init_cyl.f90:247: if(iread_p.eq.1) then
unstructured/init_vmec.f90:87: if(iread_p.eq.21) then
unstructured/init_vmec.f90:162: if(iread_p.eq.21) then
unstructured/init_vmec.f90:191: if(iread_p.eq.21) then
unstructured/init_vmec.f90:217: if(iread_p.eq.21) then
unstructured/init_vmec.f90:250: if(iread_p.eq.21) then
unstructured/init_vmec.f90:320: if(iread_p.eq.21) then"
iread_f,iread_f,&inputnl,Input,integer,0,3,unstructured/init_cyl.f90(2); unstructured/gradshafranov.f90(1),"源码引用 3 处；主要在 `init_cyl.f90` 2处, `gradshafranov.f90` 1处。","unstructured/gradshafranov.f90:429: select case(iread_f)
unstructured/init_cyl.f90:91: if(iread_f.eq.1) then
unstructured/init_cyl.f90:219: if(iread_f.eq.0) then"
iread_j,iread_j,&inputnl,Input,integer,0,2,unstructured/init_cyl.f90(2),源码引用 2 处；主要在 `init_cyl.f90` 2处。,"unstructured/init_cyl.f90:54: if(iread_j.eq.1) then
unstructured/init_cyl.f90:198: if(iread_j.eq.0) then"
iread_heatsource,iread_heatsource,&inputnl,Input,integer,0,2,unstructured/input.f90(1); unstructured/transport.f90(1),"源码引用 2 处；主要在 `input.f90` 1处, `transport.f90` 1处。","unstructured/input.f90:1670: iread_heatsource.eq.1 .or. &
unstructured/transport.f90:639: if(iread_heatsource.eq.1) then"
iread_particlesource,iread_particlesource,&inputnl,Input,integer,0,2,unstructured/input.f90(1); unstructured/transport.f90(1),"源码引用 2 处；主要在 `input.f90` 1处, `transport.f90` 1处。","unstructured/input.f90:1663: .or. ibeam.eq.2 .or. iread_particlesource.eq.1 &
unstructured/transport.f90:366: if(iread_particlesource.eq.1) then"
iread_neo,iread_neo,&inputnl,Input,integer,0,2,unstructured/init_conds.f90(2),源码引用 2 处；主要在 `init_conds.f90` 2处。,"unstructured/init_conds.f90:530: if(iread_neo.eq.1) then
unstructured/init_conds.f90:661: if(iread_neo.eq.1) then"
ineo_subtract_diamag,ineo_subtract_diamag,&inputnl,Input,integer,0,7,unstructured/init_conds.f90(7),源码引用 7 处；主要在 `init_conds.f90` 7处。,"unstructured/init_conds.f90:317: if(db.ne.0. .and. ineo_subtract_diamag.eq.1) call create_field(diamag)
unstructured/init_conds.f90:332: if(db.ne.0. .and. ineo_subtract_diamag.eq.1) then
unstructured/init_conds.f90:432: if(db.ne.0. .and. ineo_subtract_diamag.eq.1) then
unstructured/init_conds.f90:445: if(db.ne.0. .and. ineo_subtract_diamag.eq.1) then
unstructured/init_conds.f90:451: if(db.ne.0. .and. ineo_subtract_diamag.eq.1) call sum_shared(diamag%vec)
unstructured/init_conds.f90:461: if(db.ne.0. .and. ineo_subtract_diamag.eq.1) then
unstructured/init_conds.f90:479: if(db.ne.0. .and. ineo_subtract_diamag.eq.1) call destroy_field(diamag)"
itaylor,itaylor,&inputnl,Equilibrium,integer,0,20,unstructured/transport.f90(4); unstructured/init_basicj.f90(3); unstructured/init_basicq.f90(3); unstructured/init_conds.f90(3); unstructured/rmp.f90(3); unstructured/ludef_t.f90(2); unstructured/output.f90(1); unstructured/restart_hdf5.f90(1),"源码引用 20 处；主要在 `transport.f90` 4处, `init_basicj.f90` 3处, `init_basicq.f90` 3处, `init_conds.f90` 3处。","unstructured/init_basicj.f90:34: select case(itaylor)
unstructured/init_basicj.f90:81: select case(itaylor)
unstructured/init_basicj.f90:122: select case(itaylor)
unstructured/init_basicq.f90:35: itaylor_qp = itaylor
unstructured/init_basicq.f90:106: if(itaylor.eq.22) call setupLZeqbm
unstructured/init_basicq.f90:185: if(itaylor.eq.27) then
unstructured/init_conds.f90:544: select case(itaylor)
unstructured/init_conds.f90:598: select case(itaylor)
unstructured/init_conds.f90:689: if(itaylor.eq.41 .and. extsubtract.eq.0) then
unstructured/ludef_t.f90:3523: if(iheat_sink.eq.1 .and. itaylor.eq.27) then"
iupstream,iupstream,&inputnl,Equilibrium,integer,0,25,unstructured/metricterms_new.f90(12); unstructured/metricterms_new_gpu.f90(9); unstructured/parallel_heat_flux.f90(4),"源码引用 25 处；主要在 `metricterms_new.f90` 12处, `metricterms_new_gpu.f90` 9处, `parallel_heat_flux.f90` 4处。","unstructured/metricterms_new.f90:6106: if(iupstream.eq.1) then
unstructured/metricterms_new.f90:6109: elseif(iupstream.eq.2) then
unstructured/metricterms_new.f90:6139: if(iupstream.eq.1) then
unstructured/metricterms_new.f90:6147: elseif(iupstream.eq.2) then
unstructured/metricterms_new.f90:7547: if(iupstream.eq.1) then
unstructured/metricterms_new.f90:7550: elseif(iupstream.eq.2) then
unstructured/metricterms_new.f90:8702: if(iupstream.eq.1) then
unstructured/metricterms_new.f90:8707: if(iupstream.eq.2) then
unstructured/metricterms_new.f90:8770: if(iupstream.eq.1) then
unstructured/metricterms_new.f90:8775: if(iupstream.eq.2) then"
magus,magus,&inputnl,Equilibrium,real,5.e-2,25,unstructured/metricterms_new.f90(12); unstructured/metricterms_new_gpu.f90(9); unstructured/parallel_heat_flux.f90(4),"源码引用 25 处；主要在 `metricterms_new.f90` 12处, `metricterms_new_gpu.f90` 9处, `parallel_heat_flux.f90` 4处。","unstructured/metricterms_new.f90:6107: temp79a = abs(h(:,OP_1))*magus
unstructured/metricterms_new.f90:6110: temp79a = abs(h(:,OP_1))*magus
unstructured/metricterms_new.f90:6140: temp79a = abs(h(:,OP_1))*magus
unstructured/metricterms_new.f90:6148: temp79a = abs(h(:,OP_1))*magus
unstructured/metricterms_new.f90:7548: temp79a = abs(h(:,OP_1))*magus
unstructured/metricterms_new.f90:7551: temp79a = abs(h(:,OP_1))*magus
unstructured/metricterms_new.f90:8703: temp79a = temp79a + abs(i(:,OP_1))*magus
unstructured/metricterms_new.f90:8708: temp79a = abs(i(:,OP_1))*magus
unstructured/metricterms_new.f90:8771: temp79a = temp79a + abs(h(:,OP_1))*magus
unstructured/metricterms_new.f90:8776: temp79a = abs(h(:,OP_1))*magus"
iflip,iflip,&inputnl,Equilibrium,integer,0,2,unstructured/input.f90(1); unstructured/newpar.f90(1),"源码引用 2 处；主要在 `input.f90` 1处, `newpar.f90` 1处。","unstructured/input.f90:1571: if(iflip.eq.1) then
unstructured/newpar.f90:237: if(iflip.eq.1) then"
iflip_b,iflip_b,&inputnl,Equilibrium,integer,0,2,unstructured/init_conds.f90(1); unstructured/rmp.f90(1),"源码引用 2 处；主要在 `init_conds.f90` 1处, `rmp.f90` 1处。","unstructured/init_conds.f90:713: if(iflip_b.eq.1) call mult(bz_field(0), -1.)
unstructured/rmp.f90:669: if(iflip_b.eq.1) then"
iflip_j,iflip_j,&inputnl,Equilibrium,integer,0,6,unstructured/init_eqdsk.f90(3); unstructured/gradshafranov.f90(1); unstructured/init_conds.f90(1); unstructured/rmp.f90(1),"源码引用 6 处；主要在 `init_eqdsk.f90` 3处, `gradshafranov.f90` 1处, `init_conds.f90` 1处, `rmp.f90` 1处。","unstructured/gradshafranov.f90:997: if(iflip_j.eq.1) dia = -dia
unstructured/init_conds.f90:714: if(iflip_j.gt.0) then
unstructured/init_eqdsk.f90:55: if(current.lt.0 .and. iflip_j.eq.1) then
unstructured/init_eqdsk.f90:57: print *, 'WARNING: iflip_j = 1 for case with negative current.'
unstructured/init_eqdsk.f90:60: print *, 'iflip_j = 2.'
unstructured/rmp.f90:672: if(iflip_j.eq.1) then"
iflip_v,iflip_v,&inputnl,Equilibrium,integer,0,3,unstructured/init_conds.f90(2); unstructured/gradshafranov.f90(1),"源码引用 3 处；主要在 `init_conds.f90` 2处, `gradshafranov.f90` 1处。","unstructured/gradshafranov.f90:998: if(iflip_v.eq.1) dia = -dia
unstructured/init_conds.f90:720: if(iflip_v.eq.1) call mult(vz_field(0), -1.)
unstructured/init_conds.f90:721: if(iflip_v.eq.-1) call mult(vz_field(0), 0.)"
iflip_z,iflip_z,&inputnl,Equilibrium,integer,0,1,unstructured/init_eqdsk.f90(1),源码引用 1 处；主要在 `init_eqdsk.f90` 1处。,unstructured/init_eqdsk.f90:65: if(iflip_z.eq.1) zmaxis = -zmaxis
icsym,icsym,&inputnl,Equilibrium,integer,0,2,unstructured/init_common.f90(1); unstructured/init_conds.f90(1),"源码引用 2 处；主要在 `init_common.f90` 1处, `init_conds.f90` 1处。","unstructured/init_common.f90:77: select case (icsym)
unstructured/init_conds.f90:150: select case (icsym)"
bzero,bzero,&inputnl,Equilibrium,real,1.,99,unstructured/gradshafranov.f90(23); unstructured/init_3dwave.f90(17); unstructured/init_basicj.f90(7); unstructured/init_mri.f90(4); unstructured/init_rotating_cylinder.f90(4); unstructured/init_rwm.f90(4); unstructured/init_wave.f90(4); unstructured/init_conds.f90(3),"源码引用 99 处；主要在 `gradshafranov.f90` 23处, `init_3dwave.f90` 17处, `init_basicj.f90` 7处, `init_mri.f90` 4处。","unstructured/gradshafranov.f90:444: bzero = yvals(nvals)/rzero
unstructured/gradshafranov.f90:483: bzero = bzero*bscale
unstructured/gradshafranov.f90:507: if(bzero.gt.0) then
unstructured/gradshafranov.f90:510: (1.-bpscale)*bpscale*bzero*rzero / &
unstructured/gradshafranov.f90:511: sqrt(2.*g0_spline%y(:)+(bzero*rzero)**2))
unstructured/gradshafranov.f90:513: .5*bpscale*(sqrt(2.*g0_spline%y(:)+(bzero*rzero)**2)-(bzero*rzero)) &
unstructured/gradshafranov.f90:514: *(2.*bzero*rzero &
unstructured/gradshafranov.f90:515: + (sqrt(2.*g0_spline%y(:)+(bzero*rzero)**2)-(bzero*rzero))*bpscale)
unstructured/gradshafranov.f90:519: (1.-bpscale)*bpscale*bzero*rzero / &
unstructured/gradshafranov.f90:520: sqrt(2.*g0_spline%y(:)+(bzero*rzero)**2))"
bx0,bx0,&inputnl,Equilibrium,real,0.,27,unstructured/init_3dwave.f90(16); unstructured/init_3ddiffusion.f90(6); unstructured/init_wave.f90(5),"源码引用 27 处；主要在 `init_3dwave.f90` 16处, `init_3ddiffusion.f90` 6处, `init_wave.f90` 5处。","unstructured/init_3ddiffusion.f90:59: psi0_l(1) = bx0*sin(kx*x)*sin(kz*z)
unstructured/init_3ddiffusion.f90:60: psi0_l(2) = bx0*cos(kx*x)*sin(kz*z)*kx
unstructured/init_3ddiffusion.f90:61: psi0_l(3) = bx0*sin(kx*x)*cos(kz*z)*kz
unstructured/init_3ddiffusion.f90:62: psi0_l(4) =-bx0*sin(kx*x)*sin(kz*z)*kx**2
unstructured/init_3ddiffusion.f90:63: psi0_l(5) = bx0*cos(kx*x)*cos(kz*z)*kx*kz
unstructured/init_3ddiffusion.f90:64: psi0_l(6) =-bx0*sin(kx*x)*sin(kz*z)*kz**2
unstructured/init_3dwave.f90:30: kB = kx*Bx0 + kphi*bzero
unstructured/init_3dwave.f90:31: b2 = bzero**2 + Bx0**2
unstructured/init_3dwave.f90:52: omega = bx0*kx*kB + 0.5*b2*kphi**2 &
unstructured/init_3dwave.f90:53: + 0.5*sqrt((2.*bx0*kx*kB + B2*kphi**2)**2 &"
vzero,vzero,&inputnl,Equilibrium,real,0.,8,unstructured/init_rotating_cylinder.f90(4); unstructured/init_basicj.f90(2); unstructured/init_conds.f90(1); unstructured/init_cyl.f90(1),"源码引用 8 处；主要在 `init_rotating_cylinder.f90` 4处, `init_basicj.f90` 2处, `init_conds.f90` 1处, `init_cyl.f90` 1处。","unstructured/init_basicj.f90:59: vz = vzero
unstructured/init_basicj.f90:61: vz = vzero*exp(-(r - basicj_voff)**2/(basicj_vdelt*ln)**2) &
unstructured/init_conds.f90:601: vz_field(0) = vzero
unstructured/init_cyl.f90:230: temp79a = vzero
unstructured/init_rotating_cylinder.f90:55: vz0_l(1) = vzero*x**2
unstructured/init_rotating_cylinder.f90:56: vz0_l(2) = 2.*vzero*x
unstructured/init_rotating_cylinder.f90:58: vz0_l(4) = 2.*vzero
unstructured/init_rotating_cylinder.f90:74: den0_l(1) = 2.*(bzero/vzero)**2"
phizero,phizero,&inputnl,Equilibrium,real,0.,3,unstructured/init_eigen.f90(1); unstructured/init_frs.f90(1); unstructured/init_ftz.f90(1),"源码引用 3 处；主要在 `init_eigen.f90` 1处, `init_frs.f90` 1处, `init_ftz.f90` 1处。","unstructured/init_eigen.f90:88: u1_l = phizero*vmask
unstructured/init_frs.f90:216: u1_l = phizero*vmask
unstructured/init_ftz.f90:120: u1_l = phizero*vmask"
verzero,verzero,&inputnl,Equilibrium,real,0.,1,unstructured/init_common.f90(1),源码引用 1 处；主要在 `init_common.f90` 1处。,"unstructured/init_common.f90:183: ph179(:,OP_1) = ph179(:,OP_1) + r_79*verzero"
v0_cyl,v0_cyl,&inputnl,Equilibrium,real,0.,1,unstructured/init_basicq.f90(1),源码引用 1 处；主要在 `init_basicq.f90` 1处。,unstructured/init_basicq.f90:42: v0_qp = v0_cyl
v1_cyl,v1_cyl,&inputnl,Equilibrium,real,0.,1,unstructured/init_basicq.f90(1),源码引用 1 处；主要在 `init_basicq.f90` 1处。,unstructured/init_basicq.f90:43: v1_qp = v1_cyl
idevice,idevice,&inputnl,Equilibrium,integer,0,5,unstructured/gradshafranov.f90(4); unstructured/init_eqdsk.f90(1),"源码引用 5 处；主要在 `gradshafranov.f90` 4处, `init_eqdsk.f90` 1处。","unstructured/gradshafranov.f90:267: select case(idevice)
unstructured/gradshafranov.f90:338: if(idevice .eq. 0) then
unstructured/gradshafranov.f90:1232: if(idevice .eq. -1) then
unstructured/gradshafranov.f90:3413: if(idevice .eq. 0 .and. ifixedb .eq. 0 .and. feedfac.ne.0.) then
unstructured/init_eqdsk.f90:80: if(iread_eqdsk.eq.3 .or. idevice.eq.-1 .or. imulti_region.eq.1) then"
iwave,iwave,&inputnl,Equilibrium,integer,0,16,unstructured/init_3dwave.f90(13); unstructured/init_wave.f90(3),"源码引用 16 处；主要在 `init_3dwave.f90` 13处, `init_wave.f90` 3处。","unstructured/init_3dwave.f90:35: select case(iwave)
unstructured/init_3dwave.f90:41: print *, 'Error: iwave must be one of the following:'
unstructured/init_3dwave.f90:42: print *, ' iwave = 0: Shear Alfven wave'
unstructured/init_3dwave.f90:48: select case(iwave)
unstructured/init_3dwave.f90:67: print *, 'Error: iwave must be one of the following:'
unstructured/init_3dwave.f90:68: print *, ' iwave = 0: Shear Alfven wave'
unstructured/init_3dwave.f90:69: print *, ' iwave = 1: Fast wave'
unstructured/init_3dwave.f90:80: select case(iwave)
unstructured/init_3dwave.f90:101: print *, 'Error: iwave must be one of the following:'
unstructured/init_3dwave.f90:102: print *, ' iwave = 0: Shear Alfven wave'"
eps,eps,&inputnl,Equilibrium,real,0.01,84,unstructured/init_conds.f90(36); unstructured/init_3dwave.f90(12); unstructured/init_gem.f90(6); unstructured/init_gmode.f90(6); unstructured/init_strauss.f90(6); unstructured/init_wave.f90(6); unstructured/init_common.f90(5); unstructured/rmp.f90(3),"源码引用 84 处；主要在 `init_conds.f90` 36处, `init_3dwave.f90` 12处, `init_gem.f90` 6处, `init_gmode.f90` 6处。","unstructured/coils.f90:262: x=1.-rksq + eps
unstructured/init_3ddiffusion.f90:83: ex = eps*exp(-(rzero*phi/ln)**2-(x/ln)**2-(z/ln)**2)
unstructured/init_3dwave.f90:168: val(1) = eps*sin(kx*x)*sin(kz*z)*cos(kphi*phi)
unstructured/init_3dwave.f90:169: val(2) = eps*cos(kx*x)*sin(kz*z)*cos(kphi*phi)*kx
unstructured/init_3dwave.f90:170: val(3) = eps*sin(kx*x)*cos(kz*z)*cos(kphi*phi)*kz
unstructured/init_3dwave.f90:171: val(4) =-eps*sin(kx*x)*sin(kz*z)*cos(kphi*phi)*kx**2
unstructured/init_3dwave.f90:172: val(5) = eps*cos(kx*x)*cos(kz*z)*cos(kphi*phi)*kx*kz
unstructured/init_3dwave.f90:173: val(6) =-eps*sin(kx*x)*sin(kz*z)*cos(kphi*phi)*kz**2
unstructured/init_3dwave.f90:175: val(7) =-eps*sin(kx*x)*sin(kz*z)*sin(kphi*phi)*kphi
unstructured/init_3dwave.f90:176: val(8) =-eps*cos(kx*x)*sin(kz*z)*sin(kphi*phi)*kphi*kx"
maxn,maxn,&inputnl,Equilibrium,integer,200,10,unstructured/init_common.f90(6); unstructured/init_conds.f90(4),"源码引用 10 处；主要在 `init_common.f90` 6处, `init_conds.f90` 4处。","unstructured/init_common.f90:80: do i=1,maxn
unstructured/init_common.f90:82: do j=1, maxn
unstructured/init_common.f90:99: do i=1,maxn
unstructured/init_common.f90:101: do j=1, maxn/2
unstructured/init_common.f90:112: do i=1,maxn
unstructured/init_common.f90:114: do j=1, maxn/2
unstructured/init_conds.f90:148: do i=1,maxn
unstructured/init_conds.f90:153: do j=1, maxn
unstructured/init_conds.f90:167: do j=1, maxn/2
unstructured/init_conds.f90:177: do j=1, maxn/2"
irmp,irmp,&inputnl,Equilibrium,integer,0,10,unstructured/rmp.f90(4); unstructured/input.f90(2); unstructured/init_basicj.f90(1); unstructured/init_conds.f90(1); unstructured/init_cyl.f90(1); unstructured/restart_hdf5.f90(1),"源码引用 10 处；主要在 `rmp.f90` 4处, `input.f90` 2处, `init_basicj.f90` 1处, `init_conds.f90` 1处。","unstructured/init_basicj.f90:355: if(irmp.ne.2) call init_perturbations
unstructured/init_conds.f90:685: if(irmp.ge.1 .or. iread_ext_field.ge.1 .or. &
unstructured/init_cyl.f90:321: if(irmp.ne.2) call init_perturbations
unstructured/input.f90:588: ""Additional exponential decay of RMP field from r=1 for irmp=2"", eq_grp)
unstructured/input.f90:1714: if(irmp.eq.0 .and. iread_ext_field.eq.0 &
unstructured/restart_hdf5.f90:350: if(irmp.ge.1 .or. iread_ext_field.ge.1 .or. &
unstructured/rmp.f90:231: select case(irmp)
unstructured/rmp.f90:275: if(myrank.eq.0) print *, 'ERROR: irmp==2 only implemented for itor=0'
unstructured/rmp.f90:316: if(myrank.eq.0) print *, 'Error: Option not recognized: irmp = ', irmp
unstructured/rmp.f90:447: if(irmp.eq.1) then"
